source	target	distance	source_hex	source_base	target_hex	target_base
violetred2	cyan2	0.308244108065882	#EE3A8C	violetred	#00EEEE	cyan
violetred2	green	0.341813235372942	#EE3A8C	violetred	#00FF00	green
violetred2	green2	0.330130174167204	#EE3A8C	violetred	#00EE00	green
violetred2	green3	0.307451290650182	#EE3A8C	violetred	#00CD00	green
violetred2	mediumspringgreen	0.322014789931717	#EE3A8C	violetred	#00FA9A	green
violetred2	springgreen	0.328319690742705	#EE3A8C	violetred	#00FF7F	green
violetred2	springgreen2	0.317592864983204	#EE3A8C	violetred	#00EE76	green
violetred2	turquoise1	0.315552778892568	#EE3A8C	violetred	#00F5FF	turquoise
violetred2	turquoise2	0.300413282851626	#EE3A8C	violetred	#00E5EE	turquoise
violetred3	cyan	0.312596989393258	#CD3278	violetred	#00FFFF	cyan
violetred3	green	0.318626392377062	#CD3278	violetred	#00FF00	green
violetred3	green2	0.306943331171324	#CD3278	violetred	#00EE00	green
violetred3	mediumspringgreen	0.301010005744956	#CD3278	violetred	#00FA9A	green
violetred3	springgreen	0.305132847746825	#CD3278	violetred	#00FF7F	green
violetred3	turquoise1	0.303896072488529	#CD3278	violetred	#00F5FF	turquoise
yellow	blue	0.449989936739201	#FFFF00	yellow	#0000FF	blue
yellow	blue2	0.436998913969201	#FFFF00	yellow	#0000EE	blue
yellow	blue3	0.4117810462392	#FFFF00	yellow	#0000CD	blue
yellow	blue4	0.361345310779199	#FFFF00	yellow	#00008B	blue
yellow	blueviolet	0.351832320451231	#FFFF00	yellow	#8A2BE2	blueviolet
yellow	cornflowerblue	0.304170323288568	#FFFF00	yellow	#6495ED	cornflowerblue
yellow	darkmagenta	0.313097021322307	#FFFF00	yellow	#8B008B	magenta
yellow	darkorchid	0.325240108402393	#FFFF00	yellow	#9932CC	orchid
yellow	darkorchid1	0.343182453510962	#FFFF00	yellow	#BF3EFF	orchid
yellow	darkorchid2	0.337317375140136	#FFFF00	yellow	#B23AEE	orchid
yellow	darkorchid3	0.3256571762163	#FFFF00	yellow	#9A32CD	orchid
yellow	darkorchid4	0.303030998360814	#FFFF00	yellow	#68228B	orchid
yellow	darkviolet	0.364993833677474	#FFFF00	yellow	#9400D3	violet
yellow	deepskyblue	0.325194621753165	#FFFF00	yellow	#00BFFF	skyblue
yellow	deepskyblue2	0.320697520945565	#FFFF00	yellow	#00B2EE	skyblue
yellow	deepskyblue3	0.31116073991538	#FFFF00	yellow	#009ACD	skyblue
yellow	dodgerblue	0.345490116657522	#FFFF00	yellow	#1E90FF	blue
yellow	dodgerblue2	0.339727100004631	#FFFF00	yellow	#1C86EE	blue
yellow	dodgerblue3	0.327658487283863	#FFFF00	yellow	#1874CD	blue
yellow	dodgerblue4	0.304828019067313	#FFFF00	yellow	#104E8B	blue
yellow	lightslateblue	0.330993012655817	#FFFF00	yellow	#8470FF	blue
yellow	magenta	0.361476887735551	#FFFF00	yellow	#FF00FF	magenta
yellow	magenta2	0.354386734899127	#FFFF00	yellow	#EE00EE	magenta
yellow	magenta3	0.340623497040187	#FFFF00	yellow	#CD00CD	magenta
yellow	mediumorchid1	0.316865109964704	#FFFF00	yellow	#E066FF	orchid
yellow	mediumorchid2	0.306391361221633	#FFFF00	yellow	#D15FEE	orchid
yellow	mediumpurple1	0.311632772114792	#FFFF00	yellow	#AB82FF	purple
yellow	mediumpurple2	0.302749612478881	#FFFF00	yellow	#9F79EE	purple
yellow	mediumslateblue	0.32635300875059	#FFFF00	yellow	#7B68EE	blue
yellow	midnightblue	0.315700294694571	#FFFF00	yellow	#191970	blue
yellow	navy	0.352939354869199	#FFFF00	yellow	#000080	navy
yellow	purple	0.362081554614607	#FFFF00	yellow	#A020F0	purple
yellow	purple1	0.364825713945193	#FFFF00	yellow	#9B30FF	purple
yellow	purple2	0.35791930558609	#FFFF00	yellow	#912CEE	purple
yellow	purple3	0.343563909452898	#FFFF00	yellow	#7D26CD	purple
yellow	purple4	0.314853117186515	#FFFF00	yellow	#551A8B	purple
yellow	royalblue	0.335897698381477	#FFFF00	yellow	#4169E1	blue
yellow	royalblue1	0.347899340746428	#FFFF00	yellow	#4876FF	blue
yellow	royalblue2	0.34187089685683	#FFFF00	yellow	#436EEE	blue
yellow	royalblue3	0.329577698279049	#FFFF00	yellow	#3A5FCD	blue
yellow	royalblue4	0.305991789732072	#FFFF00	yellow	#27408B	blue
yellow	slateblue	0.316183311529059	#FFFF00	yellow	#6A5ACD	blue
yellow	slateblue1	0.331993501264402	#FFFF00	yellow	#836FFF	blue
yellow	slateblue2	0.327353497359175	#FFFF00	yellow	#7A67EE	blue
yellow	slateblue3	0.317183800137644	#FFFF00	yellow	#6959CD	blue
yellow2	blue	0.432981630393255	#EEEE00	yellow	#0000FF	blue
yellow2	blue2	0.419990607623254	#EEEE00	yellow	#0000EE	blue
yellow2	blue3	0.394772739893254	#EEEE00	yellow	#0000CD	blue
yellow2	blue4	0.344337004433252	#EEEE00	yellow	#00008B	blue
yellow2	blueviolet	0.334824014105285	#EEEE00	yellow	#8A2BE2	blueviolet
yellow2	darkorchid	0.308231802056447	#EEEE00	yellow	#9932CC	orchid
yellow2	darkorchid1	0.330084904879132	#EEEE00	yellow	#BF3EFF	orchid
yellow2	darkorchid2	0.32030906879419	#EEEE00	yellow	#B23AEE	orchid
yellow2	darkorchid3	0.308648869870354	#EEEE00	yellow	#9A32CD	orchid
yellow2	darkviolet	0.347985527331527	#EEEE00	yellow	#9400D3	violet
yellow2	deepskyblue	0.308186315407219	#EEEE00	yellow	#00BFFF	skyblue
yellow2	deepskyblue2	0.303689214599619	#EEEE00	yellow	#00B2EE	skyblue
yellow2	dodgerblue	0.328481810311576	#EEEE00	yellow	#1E90FF	blue
yellow2	dodgerblue2	0.322718793658684	#EEEE00	yellow	#1C86EE	blue
yellow2	dodgerblue3	0.310650180937917	#EEEE00	yellow	#1874CD	blue
yellow2	lightslateblue	0.315400136992594	#EEEE00	yellow	#8470FF	blue
yellow2	magenta	0.34966670095852	#EEEE00	yellow	#FF00FF	magenta
yellow2	magenta2	0.337378428553181	#EEEE00	yellow	#EE00EE	magenta
yellow2	magenta3	0.323615190694241	#EEEE00	yellow	#CD00CD	magenta
yellow2	mediumorchid1	0.306318613628155	#EEEE00	yellow	#E066FF	orchid
yellow2	mediumpurple1	0.301086275778243	#EEEE00	yellow	#AB82FF	purple
yellow2	mediumslateblue	0.309344702404644	#EEEE00	yellow	#7B68EE	blue
yellow2	navy	0.335931048523252	#EEEE00	yellow	#000080	navy
yellow2	purple	0.34507324826866	#EEEE00	yellow	#A020F0	purple
yellow2	purple1	0.347817407599247	#EEEE00	yellow	#9B30FF	purple
yellow2	purple2	0.340910999240143	#EEEE00	yellow	#912CEE	purple
yellow2	purple3	0.326555603106952	#EEEE00	yellow	#7D26CD	purple
yellow2	royalblue	0.31888939203553	#EEEE00	yellow	#4169E1	blue
yellow2	royalblue1	0.330891034400481	#EEEE00	yellow	#4876FF	blue
yellow2	royalblue2	0.324862590510883	#EEEE00	yellow	#436EEE	blue
yellow2	royalblue3	0.312569391933103	#EEEE00	yellow	#3A5FCD	blue
yellow2	slateblue1	0.316020519130038	#EEEE00	yellow	#836FFF	blue
yellow2	slateblue2	0.310345191013229	#EEEE00	yellow	#7A67EE	blue
yellow2	slateblue3	0.300175493791697	#EEEE00	yellow	#6959CD	blue
yellow3	blue	0.399965506309947	#CDCD00	yellow	#0000FF	blue
yellow3	blue2	0.386974483539947	#CDCD00	yellow	#0000EE	blue
yellow3	blue3	0.361756615809946	#CDCD00	yellow	#0000CD	blue
yellow3	blue4	0.311320880349945	#CDCD00	yellow	#00008B	blue
yellow3	blueviolet	0.301807890021977	#CDCD00	yellow	#8A2BE2	blueviolet
yellow3	darkorchid1	0.309612294343478	#CDCD00	yellow	#BF3EFF	orchid
yellow3	darkviolet	0.31496940324822	#CDCD00	yellow	#9400D3	violet
yellow3	magenta	0.329194090422865	#CDCD00	yellow	#FF00FF	magenta
yellow3	magenta2	0.31572637360641	#CDCD00	yellow	#EE00EE	magenta
yellow3	navy	0.302914924439944	#CDCD00	yellow	#000080	navy
yellow3	purple	0.314242490429297	#CDCD00	yellow	#A020F0	purple
yellow3	purple1	0.321594483329022	#CDCD00	yellow	#9B30FF	purple
yellow3	purple2	0.308959875531679	#CDCD00	yellow	#912CEE	purple
yellow3	royalblue1	0.301095750816256	#CDCD00	yellow	#4876FF	blue
yellow4	blue	0.333933258143332	#8B8B00	yellow	#0000FF	blue
yellow4	blue2	0.320942235373331	#8B8B00	yellow	#0000EE	blue
